id,ticket_id,status,category,subject,descripton,created_date,resolved_date,assigned_to,created_at
469,TCK-1469,resolved,hardware,Issue 469 subject,Description of issue 469,6/10/2024,6/10/2024,Evan,11/28/2025 8:26
470,TCK-1470,in_progress,other,Issue 470 subject,Description of issue 470,7/26/2023,,Dana,11/28/2025 8:26
471,TCK-1471,in_progress,other,Issue 471 subject,Description of issue 471,11/16/2024,,Evan,11/28/2025 8:26
472,TCK-1472,closed,software,Issue 472 subject,Description of issue 472,8/27/2024,9/3/2024,Evan,11/28/2025 8:26
473,TCK-1473,closed,software,Issue 473 subject,Description of issue 473,9/25/2023,10/3/2023,Evan,11/28/2025 8:26
474,TCK-1474,in_progress,other,Issue 474 subject,Description of issue 474,1/20/2024,,Evan,11/28/2025 8:26
475,TCK-1475,resolved,access,Issue 475 subject,Description of issue 475,3/3/2024,3/5/2024,Dana,11/28/2025 8:26
476,TCK-1476,open,hardware,Issue 476 subject,Description of issue 476,5/25/2023,,Charlie,11/28/2025 8:26
477,TCK-1477,resolved,hardware,Issue 477 subject,Description of issue 477,7/27/2024,7/27/2024,Alice,11/28/2025 8:26
478,TCK-1478,closed,software,Issue 478 subject,Description of issue 478,2/18/2024,2/26/2024,Fiona,11/28/2025 8:26
479,TCK-1479,resolved,network,Issue 479 subject,Description of issue 479,2/16/2023,2/23/2023,Bob,11/28/2025 8:26
480,TCK-1480,resolved,access,Issue 480 subject,Description of issue 480,9/3/2024,9/10/2024,Charlie,11/28/2025 8:26
481,TCK-1481,resolved,software,Issue 481 subject,Description of issue 481,5/16/2024,5/22/2024,Evan,11/28/2025 8:26
482,TCK-1482,closed,software,Issue 482 subject,Description of issue 482,9/30/2023,10/7/2023,Evan,11/28/2025 8:26
483,TCK-1483,resolved,network,Issue 483 subject,Description of issue 483,4/14/2023,4/18/2023,Alice,11/28/2025 8:26
484,TCK-1484,resolved,hardware,Issue 484 subject,Description of issue 484,11/24/2023,11/29/2023,Dana,11/28/2025 8:26
485,TCK-1485,closed,software,Issue 485 subject,Description of issue 485,2/5/2024,2/13/2024,Evan,11/28/2025 8:26
486,TCK-1486,closed,network,Issue 486 subject,Description of issue 486,3/22/2024,3/28/2024,Evan,11/28/2025 8:26
487,TCK-1487,in_progress,access,Issue 487 subject,Description of issue 487,6/25/2024,,Fiona,11/28/2025 8:26
488,TCK-1488,closed,software,Issue 488 subject,Description of issue 488,10/16/2024,10/18/2024,Bob,11/28/2025 8:26
489,TCK-1489,resolved,hardware,Issue 489 subject,Description of issue 489,6/27/2024,7/1/2024,Charlie,11/28/2025 8:26
490,TCK-1490,resolved,software,Issue 490 subject,Description of issue 490,8/31/2023,9/2/2023,Evan,11/28/2025 8:26
491,TCK-1491,in_progress,software,Issue 491 subject,Description of issue 491,11/22/2024,,Fiona,11/28/2025 8:26
492,TCK-1492,closed,other,Issue 492 subject,Description of issue 492,6/17/2023,6/22/2023,Evan,11/28/2025 8:26
493,TCK-1493,resolved,other,Issue 493 subject,Description of issue 493,7/6/2024,7/9/2024,Charlie,11/28/2025 8:26
494,TCK-1494,resolved,hardware,Issue 494 subject,Description of issue 494,11/25/2023,12/3/2023,Fiona,11/28/2025 8:26
495,TCK-1495,resolved,access,Issue 495 subject,Description of issue 495,2/29/2024,3/2/2024,Dana,11/28/2025 8:26
496,TCK-1496,closed,other,Issue 496 subject,Description of issue 496,4/25/2023,5/1/2023,Alice,11/28/2025 8:26
497,TCK-1497,open,other,Issue 497 subject,Description of issue 497,2/8/2023,,Alice,11/28/2025 8:26
498,TCK-1498,closed,hardware,Issue 498 subject,Description of issue 498,11/18/2024,11/26/2024,Charlie,11/28/2025 8:26
499,TCK-1499,in_progress,access,Issue 499 subject,Description of issue 499,6/9/2024,,Dana,11/28/2025 8:26
500,TCK-1500,closed,software,Issue 500 subject,Description of issue 500,6/18/2024,6/21/2024,Fiona,11/28/2025 8:26
501,TCK-1501,resolved,hardware,Issue 501 subject,Description of issue 501,7/7/2024,7/15/2024,Evan,11/28/2025 8:26
502,TCK-1502,resolved,access,Issue 502 subject,Description of issue 502,12/9/2023,12/14/2023,Fiona,11/28/2025 8:26
503,TCK-1503,closed,network,Issue 503 subject,Description of issue 503,7/19/2024,7/25/2024,Bob,11/28/2025 8:26
504,TCK-1504,resolved,other,Issue 504 subject,Description of issue 504,12/23/2023,12/27/2023,Evan,11/28/2025 8:26
505,TCK-1505,in_progress,hardware,Issue 505 subject,Description of issue 505,3/3/2023,,Dana,11/28/2025 8:26
506,TCK-1506,resolved,network,Issue 506 subject,Description of issue 506,11/12/2024,11/18/2024,Alice,11/28/2025 8:26
507,TCK-1507,in_progress,hardware,Issue 507 subject,Description of issue 507,10/16/2023,,Fiona,11/28/2025 8:26
508,TCK-1508,closed,hardware,Issue 508 subject,Description of issue 508,3/14/2024,3/23/2024,Bob,11/28/2025 8:26
509,TCK-1509,open,access,Issue 509 subject,Description of issue 509,2/5/2024,,Evan,11/28/2025 8:26
510,TCK-1510,closed,other,Issue 510 subject,Description of issue 510,5/15/2023,5/21/2023,Dana,11/28/2025 8:26
511,TCK-1511,closed,access,Issue 511 subject,Description of issue 511,7/25/2023,7/25/2023,Dana,11/28/2025 8:26
512,TCK-1512,resolved,network,Issue 512 subject,Description of issue 512,5/18/2023,5/20/2023,Evan,11/28/2025 8:26
513,TCK-1513,resolved,software,Issue 513 subject,Description of issue 513,6/24/2024,6/25/2024,Fiona,11/28/2025 8:26
514,TCK-1514,resolved,other,Issue 514 subject,Description of issue 514,10/11/2024,10/19/2024,Evan,11/28/2025 8:26
515,TCK-1515,resolved,access,Issue 515 subject,Description of issue 515,12/22/2023,12/26/2023,Bob,11/28/2025 8:26
516,TCK-1516,closed,other,Issue 516 subject,Description of issue 516,5/6/2024,5/13/2024,Charlie,11/28/2025 8:26
517,TCK-1517,resolved,network,Issue 517 subject,Description of issue 517,9/30/2024,10/2/2024,Evan,11/28/2025 8:26
518,TCK-1518,open,software,Issue 518 subject,Description of issue 518,4/7/2024,,Charlie,11/28/2025 8:26
519,TCK-1519,open,access,Issue 519 subject,Description of issue 519,2/16/2024,,Alice,11/28/2025 8:26
520,TCK-1520,resolved,software,Issue 520 subject,Description of issue 520,7/20/2023,7/20/2023,Evan,11/28/2025 8:26
521,TCK-1521,open,network,Issue 521 subject,Description of issue 521,6/8/2023,,Evan,11/28/2025 8:26
522,TCK-1522,open,hardware,Issue 522 subject,Description of issue 522,4/25/2023,,Fiona,11/28/2025 8:26
523,TCK-1523,open,software,Issue 523 subject,Description of issue 523,9/4/2023,,Evan,11/28/2025 8:26
524,TCK-1524,closed,network,Issue 524 subject,Description of issue 524,5/18/2024,5/22/2024,Alice,11/28/2025 8:26
525,TCK-1525,closed,access,Issue 525 subject,Description of issue 525,6/25/2023,6/26/2023,Dana,11/28/2025 8:26
526,TCK-1526,closed,hardware,Issue 526 subject,Description of issue 526,5/14/2023,5/18/2023,Dana,11/28/2025 8:26
527,TCK-1527,in_progress,access,Issue 527 subject,Description of issue 527,3/17/2024,,Dana,11/28/2025 8:26
528,TCK-1528,closed,network,Issue 528 subject,Description of issue 528,7/4/2024,7/8/2024,Alice,11/28/2025 8:26
529,TCK-1529,in_progress,access,Issue 529 subject,Description of issue 529,9/7/2023,,Fiona,11/28/2025 8:26
530,TCK-1530,closed,software,Issue 530 subject,Description of issue 530,5/7/2023,5/16/2023,Fiona,11/28/2025 8:26
531,TCK-1531,resolved,access,Issue 531 subject,Description of issue 531,7/30/2024,8/6/2024,Dana,11/28/2025 8:26
532,TCK-1532,resolved,access,Issue 532 subject,Description of issue 532,2/18/2024,2/20/2024,Dana,11/28/2025 8:26
533,TCK-1533,resolved,access,Issue 533 subject,Description of issue 533,6/13/2023,6/21/2023,Dana,11/28/2025 8:26
534,TCK-1534,resolved,hardware,Issue 534 subject,Description of issue 534,2/18/2024,2/25/2024,Charlie,11/28/2025 8:26
535,TCK-1535,closed,hardware,Issue 535 subject,Description of issue 535,6/17/2024,6/17/2024,Bob,11/28/2025 8:26
536,TCK-1536,closed,hardware,Issue 536 subject,Description of issue 536,6/20/2023,6/28/2023,Evan,11/28/2025 8:26
537,TCK-1537,in_progress,access,Issue 537 subject,Description of issue 537,5/14/2023,,Alice,11/28/2025 8:26
538,TCK-1538,closed,hardware,Issue 538 subject,Description of issue 538,10/4/2023,10/14/2023,Evan,11/28/2025 8:26
539,TCK-1539,closed,other,Issue 539 subject,Description of issue 539,11/10/2024,11/15/2024,Fiona,11/28/2025 8:26
540,TCK-1540,in_progress,network,Issue 540 subject,Description of issue 540,4/25/2023,,Bob,11/28/2025 8:26
541,TCK-1541,open,software,Issue 541 subject,Description of issue 541,7/22/2023,,Bob,11/28/2025 8:26
542,TCK-1542,resolved,network,Issue 542 subject,Description of issue 542,10/30/2023,11/7/2023,Bob,11/28/2025 8:26
543,TCK-1543,closed,software,Issue 543 subject,Description of issue 543,10/11/2024,10/11/2024,Dana,11/28/2025 8:26
544,TCK-1544,in_progress,software,Issue 544 subject,Description of issue 544,8/10/2024,,Fiona,11/28/2025 8:26
545,TCK-1545,closed,hardware,Issue 545 subject,Description of issue 545,8/17/2023,8/25/2023,Evan,11/28/2025 8:26
546,TCK-1546,closed,hardware,Issue 546 subject,Description of issue 546,8/31/2024,9/6/2024,Dana,11/28/2025 8:26
547,TCK-1547,in_progress,other,Issue 547 subject,Description of issue 547,4/6/2023,,Charlie,11/28/2025 8:26
548,TCK-1548,in_progress,network,Issue 548 subject,Description of issue 548,6/17/2023,,Fiona,11/28/2025 8:26
549,TCK-1549,closed,access,Issue 549 subject,Description of issue 549,1/2/2023,1/6/2023,Fiona,11/28/2025 8:26
550,TCK-1550,in_progress,other,Issue 550 subject,Description of issue 550,8/8/2024,,Charlie,11/28/2025 8:26
551,TCK-1551,open,other,Issue 551 subject,Description of issue 551,8/12/2024,,Fiona,11/28/2025 8:26
552,TCK-1552,closed,software,Issue 552 subject,Description of issue 552,1/6/2023,1/14/2023,Evan,11/28/2025 8:26
553,TCK-1553,open,hardware,Issue 553 subject,Description of issue 553,9/30/2024,,Evan,11/28/2025 8:26
554,TCK-1554,closed,network,Issue 554 subject,Description of issue 554,11/15/2024,11/23/2024,Charlie,11/28/2025 8:26
555,TCK-1555,closed,hardware,Issue 555 subject,Description of issue 555,11/13/2024,11/22/2024,Dana,11/28/2025 8:26
556,TCK-1556,in_progress,software,Issue 556 subject,Description of issue 556,5/4/2024,,Bob,11/28/2025 8:26
557,TCK-1557,resolved,other,Issue 557 subject,Description of issue 557,10/8/2023,10/10/2023,Evan,11/28/2025 8:26
558,TCK-1558,closed,network,Issue 558 subject,Description of issue 558,4/22/2024,4/26/2024,Alice,11/28/2025 8:26
559,TCK-1559,in_progress,network,Issue 559 subject,Description of issue 559,11/20/2023,,Evan,11/28/2025 8:26
560,TCK-1560,open,access,Issue 560 subject,Description of issue 560,7/18/2024,,Alice,11/28/2025 8:26
561,TCK-1561,open,other,Issue 561 subject,Description of issue 561,11/4/2023,,Dana,11/28/2025 8:26
562,TCK-1562,resolved,other,Issue 562 subject,Description of issue 562,3/12/2024,3/21/2024,Alice,11/28/2025 8:26
563,TCK-1563,in_progress,access,Issue 563 subject,Description of issue 563,2/17/2023,,Fiona,11/28/2025 8:26
564,TCK-1564,closed,software,Issue 564 subject,Description of issue 564,11/20/2023,11/20/2023,Fiona,11/28/2025 8:26
565,TCK-1565,resolved,other,Issue 565 subject,Description of issue 565,3/4/2023,3/14/2023,Evan,11/28/2025 8:26
566,TCK-1566,resolved,access,Issue 566 subject,Description of issue 566,8/11/2024,8/18/2024,Fiona,11/28/2025 8:26
567,TCK-1567,open,network,Issue 567 subject,Description of issue 567,5/20/2023,,Evan,11/28/2025 8:26
568,TCK-1568,open,network,Issue 568 subject,Description of issue 568,11/3/2024,,Charlie,11/28/2025 8:26
569,TCK-1569,closed,network,Issue 569 subject,Description of issue 569,6/12/2024,6/12/2024,Charlie,11/28/2025 8:26
570,TCK-1570,in_progress,access,Issue 570 subject,Description of issue 570,12/2/2023,,Alice,11/28/2025 8:26
571,TCK-1571,open,network,Issue 571 subject,Description of issue 571,6/5/2023,,Bob,11/28/2025 8:26
572,TCK-1572,in_progress,access,Issue 572 subject,Description of issue 572,1/29/2023,,Dana,11/28/2025 8:26
573,TCK-1573,resolved,software,Issue 573 subject,Description of issue 573,12/25/2023,12/26/2023,Evan,11/28/2025 8:26
574,TCK-1574,resolved,network,Issue 574 subject,Description of issue 574,7/21/2023,7/21/2023,Dana,11/28/2025 8:26
575,TCK-1575,resolved,access,Issue 575 subject,Description of issue 575,9/20/2024,9/26/2024,Fiona,11/28/2025 8:26
576,TCK-1576,resolved,software,Issue 576 subject,Description of issue 576,10/11/2023,10/16/2023,Dana,11/28/2025 8:26
577,TCK-1577,closed,other,Issue 577 subject,Description of issue 577,2/7/2024,2/13/2024,Fiona,11/28/2025 8:26
578,TCK-1578,in_progress,network,Issue 578 subject,Description of issue 578,5/8/2024,,Charlie,11/28/2025 8:26
579,TCK-1579,in_progress,software,Issue 579 subject,Description of issue 579,10/10/2023,,Alice,11/28/2025 8:26
580,TCK-1580,resolved,other,Issue 580 subject,Description of issue 580,6/11/2024,6/12/2024,Alice,11/28/2025 8:26
581,TCK-1581,closed,software,Issue 581 subject,Description of issue 581,1/10/2024,1/13/2024,Charlie,11/28/2025 8:26
582,TCK-1582,resolved,network,Issue 582 subject,Description of issue 582,8/7/2023,8/17/2023,Fiona,11/28/2025 8:26
583,TCK-1583,resolved,other,Issue 583 subject,Description of issue 583,5/11/2024,5/14/2024,Dana,11/28/2025 8:26
584,TCK-1584,closed,software,Issue 584 subject,Description of issue 584,1/20/2023,1/20/2023,Dana,11/28/2025 8:26
585,TCK-1585,open,network,Issue 585 subject,Description of issue 585,11/28/2023,,Evan,11/28/2025 8:26
586,TCK-1586,closed,software,Issue 586 subject,Description of issue 586,5/11/2023,5/18/2023,Bob,11/28/2025 8:26
587,TCK-1587,closed,network,Issue 587 subject,Description of issue 587,11/25/2024,11/29/2024,Charlie,11/28/2025 8:26
588,TCK-1588,open,software,Issue 588 subject,Description of issue 588,10/18/2023,,Alice,11/28/2025 8:26
589,TCK-1589,open,other,Issue 589 subject,Description of issue 589,8/18/2023,,Bob,11/28/2025 8:26
590,TCK-1590,resolved,software,Issue 590 subject,Description of issue 590,7/12/2023,7/12/2023,Alice,11/28/2025 8:26
591,TCK-1591,closed,access,Issue 591 subject,Description of issue 591,1/13/2024,1/20/2024,Fiona,11/28/2025 8:26
592,TCK-1592,open,hardware,Issue 592 subject,Description of issue 592,3/23/2024,,Fiona,11/28/2025 8:26
593,TCK-1593,closed,other,Issue 593 subject,Description of issue 593,8/8/2023,8/10/2023,Dana,11/28/2025 8:26
594,TCK-1594,resolved,hardware,Issue 594 subject,Description of issue 594,3/19/2023,3/20/2023,Alice,11/28/2025 8:26
595,TCK-1595,open,hardware,Issue 595 subject,Description of issue 595,7/29/2024,,Bob,11/28/2025 8:26
596,TCK-1596,in_progress,network,Issue 596 subject,Description of issue 596,9/24/2024,,Fiona,11/28/2025 8:26
597,TCK-1597,closed,hardware,Issue 597 subject,Description of issue 597,3/14/2023,3/23/2023,Fiona,11/28/2025 8:26
598,TCK-1598,resolved,other,Issue 598 subject,Description of issue 598,4/2/2024,4/9/2024,Bob,11/28/2025 8:26
599,TCK-1599,resolved,access,Issue 599 subject,Description of issue 599,8/6/2024,8/16/2024,Alice,11/28/2025 8:26
600,TCK-1600,closed,network,Issue 600 subject,Description of issue 600,8/16/2023,8/17/2023,Dana,11/28/2025 8:26
601,TCK-1601,closed,other,Issue 601 subject,Description of issue 601,7/15/2024,7/25/2024,Bob,11/28/2025 8:26
602,TCK-1602,closed,network,Issue 602 subject,Description of issue 602,9/23/2023,9/29/2023,Dana,11/28/2025 8:26
603,TCK-1603,open,hardware,Issue 603 subject,Description of issue 603,3/28/2024,,Alice,11/28/2025 8:26
604,TCK-1604,open,hardware,Issue 604 subject,Description of issue 604,5/23/2023,,Charlie,11/28/2025 8:26
605,TCK-1605,open,access,Issue 605 subject,Description of issue 605,12/28/2023,,Fiona,11/28/2025 8:26
606,TCK-1606,open,hardware,Issue 606 subject,Description of issue 606,9/14/2023,,Fiona,11/28/2025 8:26
607,TCK-1607,open,software,Issue 607 subject,Description of issue 607,7/25/2024,,Evan,11/28/2025 8:26
608,TCK-1608,resolved,other,Issue 608 subject,Description of issue 608,1/2/2024,1/3/2024,Fiona,11/28/2025 8:26
609,TCK-1609,resolved,network,Issue 609 subject,Description of issue 609,4/28/2024,5/3/2024,Bob,11/28/2025 8:26
610,TCK-1610,in_progress,other,Issue 610 subject,Description of issue 610,4/21/2024,,Evan,11/28/2025 8:26
611,TCK-1611,closed,network,Issue 611 subject,Description of issue 611,11/30/2023,12/5/2023,Charlie,11/28/2025 8:26
612,TCK-1612,in_progress,software,Issue 612 subject,Description of issue 612,6/21/2024,,Dana,11/28/2025 8:26
613,TCK-1613,resolved,network,Issue 613 subject,Description of issue 613,4/13/2023,4/18/2023,Fiona,11/28/2025 8:26
614,TCK-1614,closed,access,Issue 614 subject,Description of issue 614,9/6/2023,9/10/2023,Fiona,11/28/2025 8:26
615,TCK-1615,resolved,access,Issue 615 subject,Description of issue 615,4/24/2024,5/1/2024,Alice,11/28/2025 8:26
616,TCK-1616,resolved,network,Issue 616 subject,Description of issue 616,6/17/2024,6/17/2024,Dana,11/28/2025 8:26
617,TCK-1617,closed,hardware,Issue 617 subject,Description of issue 617,7/12/2024,7/20/2024,Dana,11/28/2025 8:26
618,TCK-1618,resolved,hardware,Issue 618 subject,Description of issue 618,9/15/2024,9/24/2024,Charlie,11/28/2025 8:26
619,TCK-1619,in_progress,hardware,Issue 619 subject,Description of issue 619,2/28/2023,,Evan,11/28/2025 8:26
620,TCK-1620,in_progress,other,Issue 620 subject,Description of issue 620,12/1/2023,,Charlie,11/28/2025 8:26
621,TCK-1621,closed,other,Issue 621 subject,Description of issue 621,5/20/2023,5/25/2023,Charlie,11/28/2025 8:26
622,TCK-1622,closed,software,Issue 622 subject,Description of issue 622,8/1/2023,8/2/2023,Charlie,11/28/2025 8:26
623,TCK-1623,resolved,network,Issue 623 subject,Description of issue 623,5/3/2023,5/3/2023,Bob,11/28/2025 8:26
624,TCK-1624,resolved,other,Issue 624 subject,Description of issue 624,4/5/2024,4/12/2024,Charlie,11/28/2025 8:26
625,TCK-1625,closed,software,Issue 625 subject,Description of issue 625,9/9/2024,9/14/2024,Alice,11/28/2025 8:26
626,TCK-1626,closed,other,Issue 626 subject,Description of issue 626,12/2/2023,12/10/2023,Bob,11/28/2025 8:26
627,TCK-1627,closed,software,Issue 627 subject,Description of issue 627,10/9/2023,10/14/2023,Alice,11/28/2025 8:26
628,TCK-1628,resolved,network,Issue 628 subject,Description of issue 628,4/24/2024,4/27/2024,Alice,11/28/2025 8:26
629,TCK-1629,in_progress,network,Issue 629 subject,Description of issue 629,8/22/2023,,Alice,11/28/2025 8:26
630,TCK-1630,in_progress,network,Issue 630 subject,Description of issue 630,5/17/2023,,Dana,11/28/2025 8:26
631,TCK-1631,closed,network,Issue 631 subject,Description of issue 631,8/21/2023,8/26/2023,Alice,11/28/2025 8:26
632,TCK-1632,resolved,hardware,Issue 632 subject,Description of issue 632,1/5/2023,1/9/2023,Alice,11/28/2025 8:26
633,TCK-1633,resolved,access,Issue 633 subject,Description of issue 633,11/29/2024,12/8/2024,Fiona,11/28/2025 8:26
634,TCK-1634,closed,hardware,Issue 634 subject,Description of issue 634,11/10/2023,11/10/2023,Alice,11/28/2025 8:26
635,TCK-1635,resolved,hardware,Issue 635 subject,Description of issue 635,11/7/2024,11/15/2024,Evan,11/28/2025 8:26
636,TCK-1636,closed,hardware,Issue 636 subject,Description of issue 636,6/5/2024,6/7/2024,Evan,11/28/2025 8:26
637,TCK-1637,resolved,software,Issue 637 subject,Description of issue 637,1/7/2023,1/12/2023,Bob,11/28/2025 8:26
638,TCK-1638,closed,other,Issue 638 subject,Description of issue 638,8/16/2023,8/21/2023,Bob,11/28/2025 8:26
639,TCK-1639,in_progress,network,Issue 639 subject,Description of issue 639,8/5/2023,,Dana,11/28/2025 8:26
640,TCK-1640,open,network,Issue 640 subject,Description of issue 640,9/11/2024,,Evan,11/28/2025 8:26
641,TCK-1641,in_progress,network,Issue 641 subject,Description of issue 641,4/25/2023,,Alice,11/28/2025 8:26
642,TCK-1642,resolved,network,Issue 642 subject,Description of issue 642,8/5/2023,8/9/2023,Charlie,11/28/2025 8:26
643,TCK-1643,closed,software,Issue 643 subject,Description of issue 643,3/26/2024,3/31/2024,Fiona,11/28/2025 8:26
644,TCK-1644,in_progress,other,Issue 644 subject,Description of issue 644,5/26/2023,,Evan,11/28/2025 8:26
645,TCK-1645,in_progress,network,Issue 645 subject,Description of issue 645,9/29/2023,,Evan,11/28/2025 8:26
646,TCK-1646,closed,network,Issue 646 subject,Description of issue 646,12/18/2023,12/25/2023,Bob,11/28/2025 8:26
647,TCK-1647,in_progress,software,Issue 647 subject,Description of issue 647,3/24/2024,,Dana,11/28/2025 8:26
648,TCK-1648,resolved,hardware,Issue 648 subject,Description of issue 648,7/3/2023,7/4/2023,Fiona,11/28/2025 8:26
649,TCK-1649,closed,software,Issue 649 subject,Description of issue 649,4/27/2024,5/6/2024,Alice,11/28/2025 8:26
650,TCK-1650,closed,access,Issue 650 subject,Description of issue 650,4/22/2023,4/24/2023,Alice,11/28/2025 8:26
651,TCK-1651,open,access,Issue 651 subject,Description of issue 651,1/10/2023,,Alice,11/28/2025 8:26
652,TCK-1652,closed,software,Issue 652 subject,Description of issue 652,3/30/2024,4/3/2024,Bob,11/28/2025 8:26
653,TCK-1653,closed,hardware,Issue 653 subject,Description of issue 653,10/24/2023,11/1/2023,Alice,11/28/2025 8:26
654,TCK-1654,resolved,network,Issue 654 subject,Description of issue 654,2/19/2024,2/25/2024,Alice,11/28/2025 8:26
655,TCK-1655,resolved,software,Issue 655 subject,Description of issue 655,1/17/2023,1/21/2023,Evan,11/28/2025 8:26
656,TCK-1656,in_progress,hardware,Issue 656 subject,Description of issue 656,2/25/2023,,Evan,11/28/2025 8:26
657,TCK-1657,resolved,hardware,Issue 657 subject,Description of issue 657,9/21/2024,10/1/2024,Evan,11/28/2025 8:26
658,TCK-1658,closed,other,Issue 658 subject,Description of issue 658,4/13/2023,4/21/2023,Fiona,11/28/2025 8:26
659,TCK-1659,resolved,network,Issue 659 subject,Description of issue 659,12/2/2023,12/11/2023,Fiona,11/28/2025 8:26
660,TCK-1660,closed,access,Issue 660 subject,Description of issue 660,2/4/2023,2/14/2023,Alice,11/28/2025 8:26
661,TCK-1661,open,access,Issue 661 subject,Description of issue 661,9/14/2023,,Charlie,11/28/2025 8:26
662,TCK-1662,resolved,hardware,Issue 662 subject,Description of issue 662,1/6/2023,1/9/2023,Bob,11/28/2025 8:26
663,TCK-1663,closed,hardware,Issue 663 subject,Description of issue 663,3/20/2023,3/23/2023,Charlie,11/28/2025 8:26
664,TCK-1664,resolved,access,Issue 664 subject,Description of issue 664,12/18/2023,12/20/2023,Alice,11/28/2025 8:26
665,TCK-1665,resolved,hardware,Issue 665 subject,Description of issue 665,4/29/2024,5/5/2024,Charlie,11/28/2025 8:26
666,TCK-1666,in_progress,access,Issue 666 subject,Description of issue 666,3/26/2023,,Alice,11/28/2025 8:26
667,TCK-1667,in_progress,software,Issue 667 subject,Description of issue 667,2/14/2024,,Fiona,11/28/2025 8:26
668,TCK-1668,closed,other,Issue 668 subject,Description of issue 668,5/21/2023,5/27/2023,Evan,11/28/2025 8:26
669,TCK-1669,in_progress,hardware,Issue 669 subject,Description of issue 669,12/6/2023,,Evan,11/28/2025 8:26
670,TCK-1670,closed,network,Issue 670 subject,Description of issue 670,5/22/2023,5/28/2023,Fiona,11/28/2025 8:26
671,TCK-1671,in_progress,hardware,Issue 671 subject,Description of issue 671,9/2/2024,,Dana,11/28/2025 8:26
672,TCK-1672,resolved,network,Issue 672 subject,Description of issue 672,7/27/2023,7/29/2023,Evan,11/28/2025 8:26
673,TCK-1673,resolved,access,Issue 673 subject,Description of issue 673,1/7/2024,1/10/2024,Charlie,11/28/2025 8:26
674,TCK-1674,closed,other,Issue 674 subject,Description of issue 674,3/23/2023,3/29/2023,Alice,11/28/2025 8:26
675,TCK-1675,closed,access,Issue 675 subject,Description of issue 675,7/11/2024,7/16/2024,Fiona,11/28/2025 8:26
676,TCK-1676,in_progress,network,Issue 676 subject,Description of issue 676,4/1/2024,,Alice,11/28/2025 8:26
677,TCK-1677,resolved,access,Issue 677 subject,Description of issue 677,12/3/2023,12/6/2023,Charlie,11/28/2025 8:26
678,TCK-1678,closed,access,Issue 678 subject,Description of issue 678,10/12/2023,10/14/2023,Bob,11/28/2025 8:26
679,TCK-1679,open,network,Issue 679 subject,Description of issue 679,7/3/2024,,Bob,11/28/2025 8:26
680,TCK-1680,resolved,other,Issue 680 subject,Description of issue 680,7/28/2023,8/2/2023,Fiona,11/28/2025 8:26
681,TCK-1681,open,software,Issue 681 subject,Description of issue 681,6/29/2023,,Alice,11/28/2025 8:26
682,TCK-1682,open,network,Issue 682 subject,Description of issue 682,4/22/2024,,Dana,11/28/2025 8:26
683,TCK-1683,in_progress,other,Issue 683 subject,Description of issue 683,2/24/2024,,Dana,11/28/2025 8:26
684,TCK-1684,open,hardware,Issue 684 subject,Description of issue 684,9/6/2024,,Evan,11/28/2025 8:26
685,TCK-1685,resolved,software,Issue 685 subject,Description of issue 685,6/14/2024,6/17/2024,Dana,11/28/2025 8:26
686,TCK-1686,resolved,hardware,Issue 686 subject,Description of issue 686,10/28/2023,11/1/2023,Alice,11/28/2025 8:26
687,TCK-1687,in_progress,software,Issue 687 subject,Description of issue 687,1/1/2024,,Evan,11/28/2025 8:26
688,TCK-1688,closed,network,Issue 688 subject,Description of issue 688,12/9/2023,12/12/2023,Bob,11/28/2025 8:26
689,TCK-1689,resolved,other,Issue 689 subject,Description of issue 689,11/20/2023,11/29/2023,Bob,11/28/2025 8:26
690,TCK-1690,closed,hardware,Issue 690 subject,Description of issue 690,6/8/2023,6/10/2023,Alice,11/28/2025 8:26
691,TCK-1691,closed,access,Issue 691 subject,Description of issue 691,3/30/2024,4/3/2024,Fiona,11/28/2025 8:26
692,TCK-1692,open,hardware,Issue 692 subject,Description of issue 692,11/23/2024,,Alice,11/28/2025 8:26
693,TCK-1693,open,hardware,Issue 693 subject,Description of issue 693,6/28/2024,,Alice,11/28/2025 8:26
694,TCK-1694,resolved,other,Issue 694 subject,Description of issue 694,5/15/2023,5/22/2023,Charlie,11/28/2025 8:26
695,TCK-1695,closed,other,Issue 695 subject,Description of issue 695,7/2/2023,7/7/2023,Bob,11/28/2025 8:26
696,TCK-1696,in_progress,access,Issue 696 subject,Description of issue 696,12/4/2023,,Charlie,11/28/2025 8:26
697,TCK-1697,resolved,hardware,Issue 697 subject,Description of issue 697,12/21/2023,12/30/2023,Bob,11/28/2025 8:26
698,TCK-1698,closed,access,Issue 698 subject,Description of issue 698,2/24/2023,2/26/2023,Bob,11/28/2025 8:26
699,TCK-1699,resolved,hardware,Issue 699 subject,Description of issue 699,7/29/2024,7/30/2024,Evan,11/28/2025 8:26
700,TCK-1700,in_progress,hardware,Issue 700 subject,Description of issue 700,11/15/2024,,Dana,11/28/2025 8:26
701,TCK-1701,in_progress,network,Issue 701 subject,Description of issue 701,1/24/2024,,Alice,11/28/2025 8:26
702,TCK-1702,closed,hardware,Issue 702 subject,Description of issue 702,9/3/2024,9/3/2024,Dana,11/28/2025 8:26
703,TCK-1703,resolved,hardware,Issue 703 subject,Description of issue 703,7/9/2023,7/19/2023,Fiona,11/28/2025 8:26
